Schleife:;1
0;-59,253933
100000;-58,348305
200000;-54,812046
300000;-57,227055
400000;-58,21893
500000;-58,13268
600000;-58,952057
700000;-59,210808
800000;-58,995182
;-59,081432
;-58,30518
;-54,68267
;-56,623302
;-58,30518
;-57,744553
;-59,426434
;-58,90893
;-59,124557
;-59,081432
;-58,434555
;-54,68267
;-57,18393
;-57,96018
;-57,528927
;-59,340183
;-58,865807
;-58,952057
;-59,253933
;-58,30518
;-53,777042
;-57,528927
;-57,4858
;-57,615177
;-59,38331
;-59,081432
;-58,607056
;-59,340183
;-58,348305
;-55,157047
;-56,92518
;-58,865807
;-57,054554
;-59,512684
;-58,434555
;-58,995182
;-58,952057
;-58,520805
;-54,07892
;-56,968304
;-58,30518
;-57,35643
;-59,598934
;-58,82268
;-58,995182
;-59,29706
;-58,348305
;-54,553295
;-56,062675
;-58,30518
;-57,4858
;-59,426434
;-58,779556
;-59,340183
;-59,38331
;-58,39143
;-54,16517
;-56,19205
;-58,262054
;-57,35643
;-59,426434
;-58,82268
;-59,167683
;-59,29706
;-58,348305
;-53,690792
;-55,890175
;-58,693306
;-57,27018
;-59,512684
;-58,65018
;-59,340183
;-59,167683
;-58,47768
;-54,898296
;-55,113922
;-58,520805
;-58,175804
;-59,124557
;-58,39143
;-59,46956
;-59,340183
;-58,348305
;-54,122044
;-55,113922
;-59,210808
;-57,873928
;-59,64206
;-58,39143
;-59,340183
;-59,340183
;-58,607056
;-54,812046
;-53,863293
;-59,771435
;-57,830803
;-59,64206
;-58,21893
;-60,07331
;-59,124557
;-58,30518
;-54,07892
;-54,553295
;-58,995182
;-58,56393
;-59,038307
;-58,39143
;-59,340183
;-59,426434
;-58,434555
;-54,85517
;-53,60454
;-60,15956
;-58,607056
;-58,995182
;-58,348305
;-60,116436
;-59,38331
;-58,65018
;-55,4158
;-52,871414
;-58,779556
;-58,952057
;-58,607056
;-58,865807
;-59,98706
;-58,995182
;-58,693306
;-54,812046
;-53,820168
;-59,38331
;-59,167683
;-58,65018
;-58,607056
;-59,426434
;-59,124557
;-58,65018
;-54,94142
;-53,43204
;-58,65018
;-59,81456
;-58,13268
;-58,73643
;-60,202686
;-59,426434
;-58,39143
;-55,286423
;-53,17329
;-59,124557
;-59,598934
;-58,30518
;-58,779556
;-59,64206
;-59,081432
;-58,47768
;-54,76892
;-53,43204
;-57,96018
;-60,030186
;-58,13268
;-58,865807
;-58,865807
;-59,253933
;-58,434555
;-53,949543
;-53,690792
;-58,13268
;-60,288937
;-58,30518
;-58,952057
;-58,607056
;-59,038307
;-58,779556
;-55,329548
;-53,60454
;-59,038307
;-59,771435
;-58,30518
;-58,73643
;-59,253933
;-59,124557
;-58,65018
;-54,898296
;-53,216415
;-57,744553
;-60,24581
;-58,21893
;-58,90893
;-59,210808
;-58,952057
;-58,607056
;-55,458923
;-52,91454
;-58,90893
;-60,547688
;-58,089554
;-58,82268
;-59,55581
;-59,340183
;-58,520805
;-55,458923
;-53,475166
;-58,90893
;-60,590813
;-58,348305
;-58,73643
;-59,253933
;-58,952057
;-58,56393
;-55,67455
;-53,34579
;-58,952057
;-60,202686
;-58,434555
;-58,65018
;-59,55581
;-59,081432
;-58,607056
;-55,157047
;-52,957664
;-58,30518
;-61,06519
;-57,96018
;-59,038307
;-59,038307
;-58,65018
;-58,995182
;-55,50205
;-52,871414
;-57,787678
;-61,06519
;-57,96018
;-58,90893
;-59,253933
;-58,995182
;-58,73643
;-56,01955
;-53,08704
;-58,348305
;-61,539566
;-57,615177
;-59,081432
;-59,426434
;-58,82268
;-58,607056
;-55,4158
;-53,043915
;-57,227055
;-61,108315
;-57,830803
;-59,038307
;-59,340183
;-59,038307
;-58,865807
;-54,984547
;-52,82829
;-57,18393
;-61,625816
;-57,744553
;-59,167683
;-59,253933
;-58,73643
;-58,82268
;-55,329548
;-53,17329
;-57,054554
;-62,100193
;-57,18393
;-59,29706
;-58,90893
;-58,73643
;-58,779556
;-54,898296
;-52,267662
;-56,968304
;-62,057068
;-57,27018
;-59,29706
;-58,865807
;-58,82268
;-58,73643
;-55,372673
;-52,483288
;-57,399555
;-61,66894
;-57,96018
;-59,081432
;-59,167683
;-59,210808
;-58,73643
;-55,372673
;-52,483288
;-57,140804
;-61,75519
;-57,701427
;-58,952057
;-59,253933
;-58,952057
;-58,73643
;-55,200172
;-52,138287
;-56,4508
;-61,927692
;-57,140804
;-59,124557
;-59,771435
;-58,865807
;-58,952057
;-55,157047
;-52,56954
;-56,4508
;-61,884567
;-57,4858
;-58,995182
;-59,426434
;-58,73643
;-58,952057
;-55,545174
;-53,216415
;-55,9333
;-62,100193
;-57,140804
;-59,426434
;-58,56393
;-58,65018
;-58,73643
;-54,76892
;-52,785164
;-55,329548
;-62,703945
;-57,227055
;-59,55581
;-59,038307
;-58,65018
;-59,081432
;-55,070797
;-52,65579
;-54,94142
;-62,57457
;-57,18393
;-59,29706
;-59,081432
;-58,82268
;-58,995182
;-54,725796
;-52,82829
;-55,4158
;-62,31582
;-57,27018
;-59,253933
;-59,167683
;-58,73643
;-59,167683
;-55,9333
;-53,863293
;-54,33767
;-62,57457
;-56,666428
;-59,598934
;-59,081432
;-58,82268
;-58,995182
;-55,070797
;-53,475166
;-52,82829
;-63,135197
;-56,580177
;-60,07331
;-58,21893
;-58,607056
;-58,952057
;-55,372673
;-52,91454
;-54,294544
;-63,09207
;-56,752678
;-59,81456
;-58,39143
;-59,167683
;-58,56393
;-55,4158
;-52,138287
;-53,43204
;-63,868324
;-56,36455
;-59,98706
;-58,607056
;-58,30518
;-59,340183
;-58,779556
;-58,21893
;-52,09516
;-56,92518
;-59,081432
;-59,340183
;-59,210808
;-58,73643
;-58,82268
;-54,467045
;-53,216415
;-53,08704
;-63,393948
;-56,407677
;-60,07331
;-58,693306
;-58,995182
;-59,038307
;-55,84705
;-52,957664
;-51,965786
;-63,307697
;-55,803925
;-60,461437
;-58,520805
;-59,426434
;-58,607056
;-56,062675
;-52,440163
;-53,08704
;-63,609573
;-56,19205
;-60,288937
;-58,434555
;-58,90893
;-57,917053
;-55,5883
;-51,707035
;-51,83641
;-63,393948
;-56,235176
;-60,07331
;-58,65018